"discharge_year","ppc_version","hospital_name","pfi","ppc_group_number","ppc_group_name","observed_rate_per_10_000_at_risk_discharges","risk_adjusted_rate_per_10_000_at_risk_discharges","significance"
"2023","40.0","Garnet Health Medical Center - Catskills","971","5","Infectious Complications","61.092019854906454","81.12286996863178","Similar"
"2023","40.0","Garnet Health Medical Center - Catskills","971","6","Malfunctions, Reactions, etc.","31.690140845070424","39.1699744557099","Similar"
"2023","40.0","Garnet Health Medical Center - Catskills","971","7","Obstetrical Complications","183.67346938775512","226.58485466873518","Similar"
"2023","40.0","Garnet Health Medical Center - Catskills","971","8","Other Medical and Surgical Complications","106.15711252653927","143.59008636927126","Similar"
"2023","40.0","Garnet Health Medical Center - Catskills - G. Hermann Site","968","1","Extreme Complications","0","0","Below"
"2023","40.0","Garnet Health Medical Center - Catskills - G. Hermann Site","968","2","Cardiovascular-Respiratory Complications","224.7191011235955","665.8391093227017","Above"
"2023","40.0","Garnet Health Medical Center - Catskills - G. Hermann Site","968","3","Gastrointestinal Complications","108.69565217391305","335.2542865755846","Above"
"2023","40.0","Garnet Health Medical Center - Catskills - G. Hermann Site","968","4","Perioperative Complications","0","0","Below"
"2023","40.0","Garnet Health Medical Center - Catskills - G. Hermann Site","968","5","Infectious Complications","112.35955056179775","87.78846631762896","Similar"
"2023","40.0","Garnet Health Medical Center - Catskills - G. Hermann Site","968","6","Malfunctions, Reactions, etc.","0","0","Below"
"2023","40.0","Garnet Health Medical Center - Catskills - G. Hermann Site","968","8","Other Medical and Surgical Complications","217.3913043478261","341.28543523413464","Similar"
"2023","40.0","Geneva General Hospital","671","1","Extreme Complications","80.08008008008008","114.9663139117019","Similar"
"2023","40.0","Geneva General Hospital","671","2","Cardiovascular-Respiratory Complications","139.86013986013987","178.1007021812551","Similar"
"2023","40.0","Geneva General Hospital","671","3","Gastrointestinal Complications","47.892720306513404","54.11578194843738","Above"
"2023","40.0","Geneva General Hospital","671","4","Perioperative Complications","31.683168316831686","50.71284304366726","Similar"
"2023","40.0","Geneva General Hospital","671","5","Infectious Complications","120","133.82353189325914","Similar"
"2023","40.0","Geneva General Hospital","671","6","Malfunctions, Reactions, etc.","31.963470319634705","32.85420220801284","Similar"
"2023","40.0","Geneva General Hospital","671","8","Other Medical and Surgical Complications","220.1834862385321","241.33956183065783","Above"
"2023","40.0","Glen Cove Hospital","490","1","Extreme Complications","46.16998950682056","71.5757804816763","Similar"
"2023","40.0","Glen Cove Hospital","490","2","Cardiovascular-Respiratory Complications","182.42818200880689","169.36807375089646","Above"
"2023","40.0","Glen Cove Hospital","490","3","Gastrointestinal Complications","42.44139046079224","37.965566917614844","Similar"
"2023","40.0","Glen Cove Hospital","490","4","Perioperative Complications","33.22840153899965","50.70591898310916","Similar"
"2023","40.0","Glen Cove Hospital","490","5","Infectious Complications","329.08268202385847","136.69869183245984","Above"
"2023","40.0","Glen Cove Hospital","490","6","Malfunctions, Reactions, etc.","39.123630672926446","36.064053956494874","Similar"
"2023","40.0","Glen Cove Hospital","490","8","Other Medical and Surgical Complications","254.28740390301598","244.39443825340405","Above"
"2023","40.0","Glens Falls Hospital","1005","1","Extreme Complications","48.963789569574125","78.93373743199597","Similar"
"2023","40.0","Glens Falls Hospital","1005","2","Cardiovascular-Respiratory Complications","83.11510873277923","119.99420485679175","Similar"
"2023","40.0","Glens Falls Hospital","1005","3","Gastrointestinal Complications","22.126341409447946","30.522508633698266","Similar"
"2023","40.0","Glens Falls Hospital","1005","4","Perioperative Complications","23.319730157408177","32.57293149696893","Similar"
"2023","40.0","Glens Falls Hospital","1005","5","Infectious Complications","45.21393912659903","55.709828454429406","Below"
"2023","40.0","Glens Falls Hospital","1005","6","Malfunctions, Reactions, etc.","30.581039755351682","35.79976358038092","Similar"
"2023","40.0","Glens Falls Hospital","1005","7","Obstetrical Complications","57.85920925747349","71.2359149209656","Similar"
"2023","40.0","Glens Falls Hospital","1005","8","Other Medical and Surgical Complications","98.18569903948773","122.36287713943477","Below"
"2023","40.0","Good Samaritan Hospital Medical Center","925","1","Extreme Complications","92.31604670105892","79.35347814481607","Similar"
"2023","40.0","Good Samaritan Hospital Medical Center","925","2","Cardiovascular-Respiratory Complications","161.99649737302977","155.98402408786373","Above"
"2023","40.0","Good Samaritan Hospital Medical Center","925","3","Gastrointestinal Complications","46.21022998884581","44.79322035313325","Above"
"2023","40.0","Good Samaritan Hospital Medical Center","925","4","Perioperative Complications","42.40555127216654","36.971780756862024","Similar"
"2023","40.0","Good Samaritan Hospital Medical Center","925","5","Infectious Complications","128.22454439901054","133.70957143731377","Above"
"2023","40.0","Good Samaritan Hospital Medical Center","925","6","Malfunctions, Reactions, etc.","55.59481743227326","56.48873384344742","Above"
"2023","40.0","Good Samaritan Hospital Medical Center","925","7","Obstetrical Complications","110.49723756906077","94.66993788375616","Similar"
"2023","40.0","Good Samaritan Hospital Medical Center","925","8","Other Medical and Surgical Complications","178.30386574767755","175.30283821197665","Similar"
"2023","40.0","Good Samaritan Hospital of Suffern","779","1","Extreme Complications","55.01375343835959","76.48824078426634","Similar"
"2023","40.0","Good Samaritan Hospital of Suffern","779","2","Cardiovascular-Respiratory Complications","104.97375656085978","161.8015215308438","Above"
"2023","40.0","Good Samaritan Hospital of Suffern","779","3","Gastrointestinal Complications","22.434099831744252","31.835216357552447","Similar"
"2023","40.0","Good Samaritan Hospital of Suffern","779","4","Perioperative Complications","16.604637847122817","28.452375565398494","Below"
"2023","40.0","Good Samaritan Hospital of Suffern","779","5","Infectious Complications","64.98781478472786","94.4755746727785","Similar"
"2023","40.0","Good Samaritan Hospital of Suffern","779","6","Malfunctions, Reactions, etc.","30.30538503380216","39.86931488015123","Similar"
"2023","40.0","Good Samaritan Hospital of Suffern","779","7","Obstetrical Complications","60.44905008635579","120.50217726833888","Similar"
"2023","40.0","Good Samaritan Hospital of Suffern","779","8","Other Medical and Surgical Complications","78.81462799495587","110.96807234489593","Below"
"2023","40.0","Gouverneur Hospital","812","1","Extreme Complications","0","0","Below"
"2023","40.0","Gouverneur Hospital","812","2","Cardiovascular-Respiratory Complications","48.78048780487805","142.70627305236457","Similar"
"2023","40.0","Gouverneur Hospital","812","3","Gastrointestinal Complications","23.201856148491878","55.38351876758385","Similar"
"2023","40.0","Gouverneur Hospital","812","4","Perioperative Complications","0","0","Below"
"2023","40.0","Gouverneur Hospital","812","5","Infectious Complications","23.980815347721823","33.16010760687306","Similar"
"2023","40.0","Gouverneur Hospital","812","6","Malfunctions, Reactions, etc.","0","0","Below"
"2023","40.0","Gouverneur Hospital","812","8","Other Medical and Surgical Complications","22.52252252252252","51.32627898263542","Similar"
"2023","40.0","Guthrie Cortland Medical Center","158","1","Extreme Complications","48.39267196681645","72.65210002289818","Similar"
"2023","40.0","Guthrie Cortland Medical Center","158","2","Cardiovascular-Respiratory Complications","137.78849466069585","195.66000346959504","Above"
"2023","40.0","Guthrie Cortland Medical Center","158","3","Gastrointestinal Complications","19.68503937007874","23.732212050873247","Similar"
"2023","40.0","Guthrie Cortland Medical Center","158","4","Perioperative Complications","5.350454788657036","18.76186105870623","Similar"
"2023","40.0","Guthrie Cortland Medical Center","158","5","Infectious Complications","78.01899592944369","95.94617192772036","Similar"
"2023","40.0","Guthrie Cortland Medical Center","158","6","Malfunctions, Reactions, etc.","28.662420382165603","36.067796782701926","Similar"
"2023","40.0","Guthrie Cortland Medical Center","158","7","Obstetrical Complications","44.44444444444444","53.25469457810372","Similar"
"2023","40.0","Guthrie Cortland Medical Center","158","8","Other Medical and Surgical Complications","121.52222577550367","150.19696636442262","Similar"
"2023","40.0","Helen Hayes Hospital","775","1","Extreme Complications","24.7320692497939","43.8221552752326","Similar"
"2023","40.0","Helen Hayes Hospital","775","2","Cardiovascular-Respiratory Complications","82.37232289950576","64.8785568187353","Below"
"2023","40.0","Helen Hayes Hospital","775","3","Gastrointestinal Complications","22.953328232593726","16.932913729486323","Similar"
"2023","40.0","Helen Hayes Hospital","775","4","Perioperative Complications","0","0","Below"
"2023","40.0","Helen Hayes Hospital","775","5","Infectious Complications","1112.8284389489954","266.8442297698108","Above"
"2023","40.0","Helen Hayes Hospital","775","6","Malfunctions, Reactions, etc.","22.59036144578313","18.93584718575602","Similar"
"2023","40.0","Helen Hayes Hospital","775","8","Other Medical and Surgical Complications","135.5421686746988","108.37842387255643","Similar"
"2023","40.0","Highland Hospital","409","1","Extreme Complications","62.117086453369645","81.26273528168882","Similar"
"2023","40.0","Highland Hospital","409","2","Cardiovascular-Respiratory Complications","146.25850340136054","165.07845903180433","Above"
"2023","40.0","Highland Hospital","409","3","Gastrointestinal Complications","29.503360104900835","32.12648212363992","Similar"
"2023","40.0","Highland Hospital","409","4","Perioperative Complications","27.62268586541287","40.426003963770434","Similar"
"2023","40.0","Highland Hospital","409","5","Infectious Complications","131.4816336592982","144.53107110064317","Above"
"2023","40.0","Highland Hospital","409","6","Malfunctions, Reactions, etc.","40.69175991861648","43.029774842655016","Similar"
"2023","40.0","Highland Hospital","409","7","Obstetrical Complications","55.73248407643312","57.210548220351136","Below"
"2023","40.0","Highland Hospital","409","8","Other Medical and Surgical Complications","229.31048163135762","251.41027946405762","Above"
"2023","40.0","Hospital for Special Surgery","1447","1","Extreme Complications","8.353346559465386","32.3013426058677","Below"
"2023","40.0","Hospital for Special Surgery","1447","2","Cardiovascular-Respiratory Complications","120.70266192477638","135.71970759107128","Similar"
"2023","40.0","Hospital for Special Surgery","1447","3","Gastrointestinal Complications","9.664948453608249","37.90396525063577","Similar"
"2023","40.0","Hospital for Special Surgery","1447","4","Perioperative Complications","186.15117111588424","74.32334498934952","Above"
"2023","40.0","Hospital for Special Surgery","1447","5","Infectious Complications","42.641705668226734","103.22912995581673","Similar"
"2023","40.0","Hospital for Special Surgery","1447","6","Malfunctions, Reactions, etc.","29.94630318050392","29.25574241429446","Similar"
"2023","40.0","Hospital for Special Surgery","1447","8","Other Medical and Surgical Complications","226.249083481722","191.4361752899291","Similar"
"2023","40.0","Huntington Hospital","913","1","Extreme Complications","36.3447559709242","43.2175035545005","Below"
"2023","40.0","Huntington Hospital","913","2","Cardiovascular-Respiratory Complications","93.69510052703494","103.48765725034802","Below"
"2023","40.0","Huntington Hospital","913","3","Gastrointestinal Complications","20.18927444794953","21.762593423841576","Similar"
"2023","40.0","Huntington Hospital","913","4","Perioperative Complications","40.8745247148289","48.43119119202117","Similar"
"2023","40.0","Huntington Hospital","913","5","Infectious Complications","90.89163412916852","99.54072265094477","Similar"
"2023","40.0","Huntington Hospital","913","6","Malfunctions, Reactions, etc.","27.549859256153802","29.237403028072237","Similar"
"2023","40.0","Huntington Hospital","913","7","Obstetrical Complications","192.9092805005214","188.38160139164313","Above"
"2023","40.0","Huntington Hospital","913","8","Other Medical and Surgical Complications","122.0559371933268","135.08969767505172","Below"
"2023","40.0","Jacobi Medical Center","1165","1","Extreme Complications","67.3913043478261","93.79386506187161","Above"
"2023","40.0","Jacobi Medical Center","1165","2","Cardiovascular-Respiratory Complications","88.75522628915132","116.44086240215883","Similar"
"2023","40.0","Jacobi Medical Center","1165","3","Gastrointestinal Complications","23.6796785304248","29.805916732221696","Similar"
"2023","40.0","Jacobi Medical Center","1165","4","Perioperative Complications","33.95669291338583","57.92232475393859","Above"
"2023","40.0","Jacobi Medical Center","1165","5","Infectious Complications","91.81480757960539","96.94723898590061","Similar"
"2023","40.0","Jacobi Medical Center","1165","6","Malfunctions, Reactions, etc.","19.352019476871217","26.752204574050563","Similar"
"2023","40.0","Jacobi Medical Center","1165","7","Obstetrical Complications","107.83200908059024","87.17267469222722","Similar"
"2023","40.0","Jacobi Medical Center","1165","8","Other Medical and Surgical Complications","101.56408693885841","131.6839778955737","Below"
