report_number,event_type,date_of_event,date_received,manufacturer_name,facility_state,patient_outcomes,device_problems,product_code,brand_name,generic_name,hcpcs_code,hcpcs_desc,device_category,bridge_confidence
3004753838-2020-039387,Malfunction,2020-04-23,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039388,Malfunction,2020-04-01,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039388,Malfunction,2020-04-01,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039396,Malfunction,2020-03-28,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039396,Malfunction,2020-03-28,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039398,Malfunction,2020-04-09,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039398,Malfunction,2020-04-09,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039401,Injury,2020-04-01,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039401,Injury,2020-04-01,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039408,Malfunction,2020-04-28,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039408,Malfunction,2020-04-28,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039409,Malfunction,2020-04-05,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039409,Malfunction,2020-04-05,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039410,Malfunction,2020-04-07,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039410,Malfunction,2020-04-07,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039411,Malfunction,2020-04-07,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039411,Malfunction,2020-04-07,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039412,Malfunction,2020-04-03,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039412,Malfunction,2020-04-03,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039413,Malfunction,2020-04-05,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039413,Malfunction,2020-04-05,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039414,Malfunction,2020-04-01,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039414,Malfunction,2020-04-01,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039415,Malfunction,2020-04-08,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039415,Malfunction,2020-04-08,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039417,Malfunction,2020-04-08,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039417,Malfunction,2020-04-08,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039418,Malfunction,2020-04-06,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039418,Malfunction,2020-04-06,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039420,Malfunction,2020-04-08,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039420,Malfunction,2020-04-08,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039421,Malfunction,2020-04-09,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039421,Malfunction,2020-04-09,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039425,Malfunction,2020-03-13,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039425,Malfunction,2020-03-13,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039426,Malfunction,2020-04-27,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039426,Malfunction,2020-04-27,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039432,Malfunction,2020-04-02,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039432,Malfunction,2020-04-02,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039439,Malfunction,2020-04-27,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039439,Malfunction,2020-04-27,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039440,Malfunction,2020-04-05,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039440,Malfunction,2020-04-05,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039442,Malfunction,2020-04-04,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039442,Malfunction,2020-04-04,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039443,Malfunction,2020-04-04,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039443,Malfunction,2020-04-04,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039446,Malfunction,2020-04-10,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039446,Malfunction,2020-04-10,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039447,Malfunction,2020-04-22,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039447,Malfunction,2020-04-22,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039448,Malfunction,2020-04-09,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039448,Malfunction,2020-04-09,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039450,Malfunction,2020-04-07,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039450,Malfunction,2020-04-07,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039452,Malfunction,2020-04-03,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039452,Malfunction,2020-04-03,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039453,Injury,2020-04-04,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039453,Injury,2020-04-04,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039454,Malfunction,2020-04-05,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039454,Malfunction,2020-04-05,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039457,Malfunction,2020-04-06,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039457,Malfunction,2020-04-06,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039459,Malfunction,2020-04-04,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039459,Malfunction,2020-04-04,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039460,Malfunction,2020-03-30,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039460,Malfunction,2020-03-30,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039463,Malfunction,2020-04-10,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039463,Malfunction,2020-04-10,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039464,Malfunction,2020-04-09,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039464,Malfunction,2020-04-09,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039467,Malfunction,2020-03-28,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039467,Malfunction,2020-03-28,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039468,Malfunction,2020-04-09,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039468,Malfunction,2020-04-09,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039469,Malfunction,2020-04-09,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039469,Malfunction,2020-04-09,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039472,Malfunction,2020-04-04,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039472,Malfunction,2020-04-04,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039474,Malfunction,2020-04-01,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039474,Malfunction,2020-04-01,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039478,Malfunction,2020-04-06,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039478,Malfunction,2020-04-06,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039479,Malfunction,2020-04-10,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039479,Malfunction,2020-04-10,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039480,Malfunction,2020-04-09,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039480,Malfunction,2020-04-09,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039481,Malfunction,2020-04-22,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039481,Malfunction,2020-04-22,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039482,Malfunction,2020-03-16,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039482,Malfunction,2020-03-16,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039483,Malfunction,2020-04-06,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039483,Malfunction,2020-04-06,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039484,Malfunction,2020-04-08,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039484,Malfunction,2020-04-08,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039485,Malfunction,2020-04-02,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039485,Malfunction,2020-04-02,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
3004753838-2020-039486,Malfunction,2020-04-10,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0553,Ther cgm supply allowance,cgm_supply,medium
3004753838-2020-039486,Malfunction,2020-04-10,2020-04-28,"DEXCOM, INC.",,,QBJ,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,CONTINUOUS GLUCOSE MONITOR,K0554,Ther cgm receiver/monitor,cgm_receiver,medium
