report_number,event_type,date_of_event,date_received,manufacturer_name,facility_state,patient_outcomes,device_problems,product_code,brand_name,generic_name,hcpcs_code,hcpcs_desc,device_category,bridge_confidence
2134265-2008-00453,Injury,2008-01-23,2008-02-19,BOSTON SCIENTIFIC,,,DQX,DQX,LUGE,"DQX WIRE, GUIDE, CATHETER",C1755,"Catheter, intraspinal",catheter_guidewire,medium
2134265-2008-00453,Injury,2008-01-23,2008-02-19,BOSTON SCIENTIFIC,,,DQX,DQX,LUGE,"DQX WIRE, GUIDE, CATHETER",C1769,Guide wire,,medium
2134265-2008-00454,Injury,2008-01-23,2008-02-19,BOSTON SCIENTIFIC,,,DQX,DQX,LUGE,"DQX WIRE, GUIDE, CATHETER",C1755,"Catheter, intraspinal",catheter_guidewire,medium
2134265-2008-00454,Injury,2008-01-23,2008-02-19,BOSTON SCIENTIFIC,,,DQX,DQX,LUGE,"DQX WIRE, GUIDE, CATHETER",C1769,Guide wire,,medium
2134265-2008-00455,Injury,2008-01-23,2008-02-19,BOSTON SCIENTIFIC,,,DQX,DQX,LUGE,"DQX WIRE, GUIDE, CATHETER",C1755,"Catheter, intraspinal",catheter_guidewire,medium
2134265-2008-00455,Injury,2008-01-23,2008-02-19,BOSTON SCIENTIFIC,,,DQX,DQX,LUGE,"DQX WIRE, GUIDE, CATHETER",C1769,Guide wire,,medium
2134265-2008-00457,Injury,2005-11-06,2008-02-19,BOSTON SCIENTIFIC CORPORATION,,,MAF,MAF,EXPRESS2 CORONARY STENT DELIVERY SYSTEM,"MAF - STENT, CORONARY",C1876,"Stent, non-coa/non-cov w/del",bare_metal_stent,high
2134265-2008-00457,Injury,2005-11-06,2008-02-19,BOSTON SCIENTIFIC CORPORATION,,,MAF,MAF,EXPRESS2 CORONARY STENT DELIVERY SYSTEM,"MAF - STENT, CORONARY",C1877,"Stent, non-coat/cov w/o del",bare_metal_stent,high
2134265-2008-00458,Injury,2006-05-16,2008-02-19,BOSTON SCIENTIFIC CORPORATION,,,MAF,MAF,EXPRESS2 MONORAIL CORONARY STENT DELIVERY SYSTEM,"MAF - STENT, CORONARY",C1876,"Stent, non-coa/non-cov w/del",bare_metal_stent,high
2134265-2008-00458,Injury,2006-05-16,2008-02-19,BOSTON SCIENTIFIC CORPORATION,,,MAF,MAF,EXPRESS2 MONORAIL CORONARY STENT DELIVERY SYSTEM,"MAF - STENT, CORONARY",C1877,"Stent, non-coat/cov w/o del",bare_metal_stent,high
2134265-2008-00463,Injury,2008-01-23,2008-02-19,BOSTON SCIENTIFIC,,,NIQ,NIQ,TAXUS EXPRESS2 PACLITAXEL-ELUTING CORONARY STENT SYSTEM,"NIQ STENT, CORONARY, DRUG-ELUTING",C1874,"Stent, coated/cov w/del sys",drug_eluting_stent,high
2134265-2008-00463,Injury,2008-01-23,2008-02-19,BOSTON SCIENTIFIC,,,NIQ,NIQ,TAXUS EXPRESS2 PACLITAXEL-ELUTING CORONARY STENT SYSTEM,"NIQ STENT, CORONARY, DRUG-ELUTING",C1875,"Stent, coated/cov w/o del sy",drug_eluting_stent,high
2134265-2008-00465,Injury,2008-01-01,2008-02-19,BOSTON SCIENTIFIC,,,NIQ,NIQ,TAXUS EXPRESS2 PACLITAXEL-ELUTING CORONARY STENT SYSTEM,"NIQ STENT, CORONARY, DRUG-ELUTING",C1874,"Stent, coated/cov w/del sys",drug_eluting_stent,high
2134265-2008-00465,Injury,2008-01-01,2008-02-19,BOSTON SCIENTIFIC,,,NIQ,NIQ,TAXUS EXPRESS2 PACLITAXEL-ELUTING CORONARY STENT SYSTEM,"NIQ STENT, CORONARY, DRUG-ELUTING",C1875,"Stent, coated/cov w/o del sy",drug_eluting_stent,high
2134265-2008-00466,Injury,2008-01-07,2008-02-19,BOSTON SCIENTIFIC,,,NIQ,NIQ,TAXUS EXPRESS2 PACLITAXEL-ELUTING CORONARY STENT SYSTEM,"NIQ STENT, CORONARY, DRUG-ELUTING",C1874,"Stent, coated/cov w/del sys",drug_eluting_stent,high
2134265-2008-00466,Injury,2008-01-07,2008-02-19,BOSTON SCIENTIFIC,,,NIQ,NIQ,TAXUS EXPRESS2 PACLITAXEL-ELUTING CORONARY STENT SYSTEM,"NIQ STENT, CORONARY, DRUG-ELUTING",C1875,"Stent, coated/cov w/o del sy",drug_eluting_stent,high
2134265-2008-00467,Injury,2008-01-07,2008-02-19,BOSTON SCIENTIFIC,,,NIQ,NIQ,TAXUS EXPRESS2 PACLITAXEL-ELUTING CORONARY STENT SYSTEM,"NIQ STENT, CORONARY, DRUG-ELUTING",C1874,"Stent, coated/cov w/del sys",drug_eluting_stent,high
2134265-2008-00467,Injury,2008-01-07,2008-02-19,BOSTON SCIENTIFIC,,,NIQ,NIQ,TAXUS EXPRESS2 PACLITAXEL-ELUTING CORONARY STENT SYSTEM,"NIQ STENT, CORONARY, DRUG-ELUTING",C1875,"Stent, coated/cov w/o del sy",drug_eluting_stent,high
2134265-2008-00471,Death,2007-03-06,2008-02-19,BOSTON SCIENTIFIC CORPORATION,,,MAF,MAF,EXPRESS2 MONORAIL CORONARY STENT DELIVERY SYSTEM,"MAF STENT, CORONARY",C1876,"Stent, non-coa/non-cov w/del",bare_metal_stent,high
2134265-2008-00471,Death,2007-03-06,2008-02-19,BOSTON SCIENTIFIC CORPORATION,,,MAF,MAF,EXPRESS2 MONORAIL CORONARY STENT DELIVERY SYSTEM,"MAF STENT, CORONARY",C1877,"Stent, non-coat/cov w/o del",bare_metal_stent,high
2134265-2008-00475,Injury,2005-01-20,2008-02-20,BOSTON SCIENTIFIC,,,NIQ,NIQ,TAXUS EXPRESS2 PACLITAXEL-ELUTING CORONARY STENT,"NIQ STENT, CORONARY, DRUG-ELUTING",C1874,"Stent, coated/cov w/del sys",drug_eluting_stent,high
2134265-2008-00475,Injury,2005-01-20,2008-02-20,BOSTON SCIENTIFIC,,,NIQ,NIQ,TAXUS EXPRESS2 PACLITAXEL-ELUTING CORONARY STENT,"NIQ STENT, CORONARY, DRUG-ELUTING",C1875,"Stent, coated/cov w/o del sy",drug_eluting_stent,high
2134265-2008-00476,Injury,2005-01-20,2008-02-20,BOSTON SCIENTIFIC,,,NIQ,NIQ,TAXUS EXPRESS2 PACLITAXEL-ELUTING CORONARY STENT SYSTEM,"NIQ STENT, CORONARY, DRUG-ELUTING",C1874,"Stent, coated/cov w/del sys",drug_eluting_stent,high
2134265-2008-00476,Injury,2005-01-20,2008-02-20,BOSTON SCIENTIFIC,,,NIQ,NIQ,TAXUS EXPRESS2 PACLITAXEL-ELUTING CORONARY STENT SYSTEM,"NIQ STENT, CORONARY, DRUG-ELUTING",C1875,"Stent, coated/cov w/o del sy",drug_eluting_stent,high
2134265-2008-00477,Injury,2005-01-20,2008-02-20,BOSTON SCIENTIFIC,,,NIQ,NIQ,TAXUS EXPRESS2 PACLITAXEL-ELUTING CORONARY STENT SYSTEM,"NIQ STENT, CORONARY, DRUG-ELUTING",C1874,"Stent, coated/cov w/del sys",drug_eluting_stent,high
2134265-2008-00477,Injury,2005-01-20,2008-02-20,BOSTON SCIENTIFIC,,,NIQ,NIQ,TAXUS EXPRESS2 PACLITAXEL-ELUTING CORONARY STENT SYSTEM,"NIQ STENT, CORONARY, DRUG-ELUTING",C1875,"Stent, coated/cov w/o del sy",drug_eluting_stent,high
2134265-2008-00479,Injury,2006-11-13,2008-02-19,BOSTON SCIENTIFIC,,,MAF,MAF,EXPRESS2 MONORAIL CORONARY STENT DELIVERY SYSTEM,"MAF STENT, CORONARY",C1876,"Stent, non-coa/non-cov w/del",bare_metal_stent,high
2134265-2008-00479,Injury,2006-11-13,2008-02-19,BOSTON SCIENTIFIC,,,MAF,MAF,EXPRESS2 MONORAIL CORONARY STENT DELIVERY SYSTEM,"MAF STENT, CORONARY",C1877,"Stent, non-coat/cov w/o del",bare_metal_stent,high
2134265-2008-00480,Injury,2008-01-21,2008-02-19,BOSTON SCIENTIFIC,,,NIQ,NIQ,TAXUS EXPRESS2 PACLITAXEL-ELUTING CORONARY STENT SYSTEM,"NIQ STENT, CORONARY, DRUG-ELUTING",C1874,"Stent, coated/cov w/del sys",drug_eluting_stent,high
2134265-2008-00480,Injury,2008-01-21,2008-02-19,BOSTON SCIENTIFIC,,,NIQ,NIQ,TAXUS EXPRESS2 PACLITAXEL-ELUTING CORONARY STENT SYSTEM,"NIQ STENT, CORONARY, DRUG-ELUTING",C1875,"Stent, coated/cov w/o del sy",drug_eluting_stent,high
2134265-2008-00482,Injury,2008-01-29,2008-02-19,BOSTON SCIENTIFIC,,,NIQ,NIQ,TAXUS EXPRESS2 PACLITAXEL-ELUTING CORONARY STENT SYSTEM,"NIQ STENT, CORONARY, DRUG-ELUTING",C1874,"Stent, coated/cov w/del sys",drug_eluting_stent,high
2134265-2008-00482,Injury,2008-01-29,2008-02-19,BOSTON SCIENTIFIC,,,NIQ,NIQ,TAXUS EXPRESS2 PACLITAXEL-ELUTING CORONARY STENT SYSTEM,"NIQ STENT, CORONARY, DRUG-ELUTING",C1875,"Stent, coated/cov w/o del sy",drug_eluting_stent,high
2134265-2008-00483,Injury,2008-01-29,2008-02-19,BOSTON SCIENTIFIC,,,NIQ,NIQ,TAXUS EXPRESS2 PACLITAXEL-ELUTING CORONARY STENT SYSTEM,"NIQ STENT, CORONARY, DRUG-ELUTING",C1874,"Stent, coated/cov w/del sys",drug_eluting_stent,high
2134265-2008-00483,Injury,2008-01-29,2008-02-19,BOSTON SCIENTIFIC,,,NIQ,NIQ,TAXUS EXPRESS2 PACLITAXEL-ELUTING CORONARY STENT SYSTEM,"NIQ STENT, CORONARY, DRUG-ELUTING",C1875,"Stent, coated/cov w/o del sy",drug_eluting_stent,high
2134265-2008-00486,Injury,2008-01-23,2008-02-20,BOSTON SCIENTIFIC CORPORATION,,,MAF,MAF,LIBERTE' MONORAIL CORONARY STENT DELIVERY STENT,"MAF STENT, CORONARY",C1876,"Stent, non-coa/non-cov w/del",bare_metal_stent,high
2134265-2008-00486,Injury,2008-01-23,2008-02-20,BOSTON SCIENTIFIC CORPORATION,,,MAF,MAF,LIBERTE' MONORAIL CORONARY STENT DELIVERY STENT,"MAF STENT, CORONARY",C1877,"Stent, non-coat/cov w/o del",bare_metal_stent,high
2134265-2008-00487,Injury,,2008-02-20,BOSTON SCIENTIFIC CORPORATION,,,NIQ,NIQ,TAXUS EXPRESS2 PACLITAXEL-ELUTING CORONARY STENT SYSTEM,"NIQ STENT, CORONARY, DRUG-ELUTING",C1874,"Stent, coated/cov w/del sys",drug_eluting_stent,high
2134265-2008-00487,Injury,,2008-02-20,BOSTON SCIENTIFIC CORPORATION,,,NIQ,NIQ,TAXUS EXPRESS2 PACLITAXEL-ELUTING CORONARY STENT SYSTEM,"NIQ STENT, CORONARY, DRUG-ELUTING",C1875,"Stent, coated/cov w/o del sy",drug_eluting_stent,high
2134265-2008-00488,Injury,,2008-02-20,BOSTON SCIENTIFIC CORPORATION,,,NIQ,NIQ,TAXUS EXPRESS2 PACLITAXEL-ELUTING CORONARY STENT SYSTEM,"NIQ STENT, CORONARY, DRUG-ELUTING",C1874,"Stent, coated/cov w/del sys",drug_eluting_stent,high
2134265-2008-00488,Injury,,2008-02-20,BOSTON SCIENTIFIC CORPORATION,,,NIQ,NIQ,TAXUS EXPRESS2 PACLITAXEL-ELUTING CORONARY STENT SYSTEM,"NIQ STENT, CORONARY, DRUG-ELUTING",C1875,"Stent, coated/cov w/o del sy",drug_eluting_stent,high
2134265-2008-00489,Death,2008-01-23,2008-02-20,BOSTON SCIENTIFIC,,,NIQ,NIQ,TAXUS EXPRESS2 PACLITAXEL-ELUTING CORONARY STENT SYSTEM,"NIQ STENT, CORONARY, DRUG-ELUTING",C1874,"Stent, coated/cov w/del sys",drug_eluting_stent,high
2134265-2008-00489,Death,2008-01-23,2008-02-20,BOSTON SCIENTIFIC,,,NIQ,NIQ,TAXUS EXPRESS2 PACLITAXEL-ELUTING CORONARY STENT SYSTEM,"NIQ STENT, CORONARY, DRUG-ELUTING",C1875,"Stent, coated/cov w/o del sy",drug_eluting_stent,high
2134265-2008-00490,Injury,2008-01-14,2008-02-20,BOSTON SCIENTIFIC,,,NIQ,NIQ,TAXUS EXPRESS2 PACLITAXEL-ELUTING CORONARY STENT SYSTEM,"NIQ STENT, CORONARY, DRUG-ELUTING",C1874,"Stent, coated/cov w/del sys",drug_eluting_stent,high
2134265-2008-00490,Injury,2008-01-14,2008-02-20,BOSTON SCIENTIFIC,,,NIQ,NIQ,TAXUS EXPRESS2 PACLITAXEL-ELUTING CORONARY STENT SYSTEM,"NIQ STENT, CORONARY, DRUG-ELUTING",C1875,"Stent, coated/cov w/o del sy",drug_eluting_stent,high
2134265-2008-00491,Injury,2008-01-14,2008-02-20,BOSTON SCIENTIFIC,,,NIQ,NIQ,TAXUS EXPRESS2 PACLITAXEL-ELUTING CORONARY STENT SYSTEM,"NIQ STENT, CORONARY, DRUG-ELUTING",C1874,"Stent, coated/cov w/del sys",drug_eluting_stent,high
2134265-2008-00491,Injury,2008-01-14,2008-02-20,BOSTON SCIENTIFIC,,,NIQ,NIQ,TAXUS EXPRESS2 PACLITAXEL-ELUTING CORONARY STENT SYSTEM,"NIQ STENT, CORONARY, DRUG-ELUTING",C1875,"Stent, coated/cov w/o del sy",drug_eluting_stent,high
2134265-2008-00497,Injury,2006-04-25,2008-02-20,BOSTON SCIENTIFIC CORPORATION,,,NIQ,NIQ,TAXUS EXPRESS2 PACLITAXEL-ELUTING CORONARY STENT SYSTEM,"NIQ STENT, CORONARY, DRUG-ELUTING",C1874,"Stent, coated/cov w/del sys",drug_eluting_stent,high
2134265-2008-00497,Injury,2006-04-25,2008-02-20,BOSTON SCIENTIFIC CORPORATION,,,NIQ,NIQ,TAXUS EXPRESS2 PACLITAXEL-ELUTING CORONARY STENT SYSTEM,"NIQ STENT, CORONARY, DRUG-ELUTING",C1875,"Stent, coated/cov w/o del sy",drug_eluting_stent,high
2134265-2020-04870,Malfunction,2020-04-01,2020-04-27,BOSTON SCIENTIFIC CORPORATION,,,NIQ,NIQ,SYNERGY,BIODEGRADABLE POLYMER DRUG ELUTING CORONARY STENT SYSTEM,C1874,"Stent, coated/cov w/del sys",drug_eluting_stent,high
2134265-2020-04870,Malfunction,2020-04-01,2020-04-27,BOSTON SCIENTIFIC CORPORATION,,,NIQ,NIQ,SYNERGY,BIODEGRADABLE POLYMER DRUG ELUTING CORONARY STENT SYSTEM,C1875,"Stent, coated/cov w/o del sy",drug_eluting_stent,high
2134265-2020-04875,Malfunction,2020-04-03,2020-04-27,BOSTON SCIENTIFIC CORPORATION,,,NIQ,NIQ,PROMUS ELITE,CORONARY DRUG-ELUTING STENT,C1874,"Stent, coated/cov w/del sys",drug_eluting_stent,high
2134265-2020-04875,Malfunction,2020-04-03,2020-04-27,BOSTON SCIENTIFIC CORPORATION,,,NIQ,NIQ,PROMUS ELITE,CORONARY DRUG-ELUTING STENT,C1875,"Stent, coated/cov w/o del sy",drug_eluting_stent,high
2134265-2020-04914,Malfunction,2020-02-02,2020-04-27,BOSTON SCIENTIFIC CORPORATION,,,NIQ,NIQ,PROMUS PREMIER SELECT,"STENT, CORONARY, DRUG-ELUTING",C1874,"Stent, coated/cov w/del sys",drug_eluting_stent,high
2134265-2020-04914,Malfunction,2020-02-02,2020-04-27,BOSTON SCIENTIFIC CORPORATION,,,NIQ,NIQ,PROMUS PREMIER SELECT,"STENT, CORONARY, DRUG-ELUTING",C1875,"Stent, coated/cov w/o del sy",drug_eluting_stent,high
2134265-2020-04974,Malfunction,2020-02-07,2020-04-28,BOSTON SCIENTIFIC CORPORATION,,,NIQ,NIQ,PROMUS PREMIER SELECT,"STENT, CORONARY, DRUG-ELUTING",C1874,"Stent, coated/cov w/del sys",drug_eluting_stent,high
2134265-2020-04974,Malfunction,2020-02-07,2020-04-28,BOSTON SCIENTIFIC CORPORATION,,,NIQ,NIQ,PROMUS PREMIER SELECT,"STENT, CORONARY, DRUG-ELUTING",C1875,"Stent, coated/cov w/o del sy",drug_eluting_stent,high
2134265-2020-04991,Malfunction,2019-12-24,2020-04-28,BOSTON SCIENTIFIC CORPORATION,,,NIQ,NIQ,PROMUS PREMIER,"STENT, CORONARY, DRUG-ELUTING",C1874,"Stent, coated/cov w/del sys",drug_eluting_stent,high
2134265-2020-04991,Malfunction,2019-12-24,2020-04-28,BOSTON SCIENTIFIC CORPORATION,,,NIQ,NIQ,PROMUS PREMIER,"STENT, CORONARY, DRUG-ELUTING",C1875,"Stent, coated/cov w/o del sy",drug_eluting_stent,high
2134265-2020-05046,Malfunction,2019-12-18,2020-04-28,BOSTON SCIENTIFIC CORPORATION,,,NIQ,NIQ,PROMUS ELEMENT  LONG,"STENT, CORONARY, DRUG-ELUTING",C1874,"Stent, coated/cov w/del sys",drug_eluting_stent,high
2134265-2020-05046,Malfunction,2019-12-18,2020-04-28,BOSTON SCIENTIFIC CORPORATION,,,NIQ,NIQ,PROMUS ELEMENT  LONG,"STENT, CORONARY, DRUG-ELUTING",C1875,"Stent, coated/cov w/o del sy",drug_eluting_stent,high
2134265-2020-05458,Malfunction,2020-03-06,2020-04-28,BOSTON SCIENTIFIC CORPORATION,,,MAF,MAF,REBEL,"STENT, CORONARY",C1876,"Stent, non-coa/non-cov w/del",bare_metal_stent,high
2134265-2020-05458,Malfunction,2020-03-06,2020-04-28,BOSTON SCIENTIFIC CORPORATION,,,MAF,MAF,REBEL,"STENT, CORONARY",C1877,"Stent, non-coat/cov w/o del",bare_metal_stent,high
2134265-2020-05603,Malfunction,2020-04-20,2020-04-27,BOSTON SCIENTIFIC CORPORATION,,,DQY,DQY,STERLING,"CATHETER, PERCUTANEOUS",C1725,"Cath, translumin non-laser",atherectomy_catheter,high
2134265-2020-05626,Malfunction,2019-11-28,2020-04-27,BOSTON SCIENTIFIC CORPORATION,,,NIQ,NIQ,PROMUS ELEMENT  LONG,"STENT, CORONARY, DRUG-ELUTING",C1874,"Stent, coated/cov w/del sys",drug_eluting_stent,high
2134265-2020-05626,Malfunction,2019-11-28,2020-04-27,BOSTON SCIENTIFIC CORPORATION,,,NIQ,NIQ,PROMUS ELEMENT  LONG,"STENT, CORONARY, DRUG-ELUTING",C1875,"Stent, coated/cov w/o del sy",drug_eluting_stent,high
2134265-2020-05651,Injury,2020-04-20,2020-04-28,BOSTON SCIENTIFIC CORPORATION,,,DQX,DQX,V-18 CONTROL WIRE,"WIRE, GUIDE, CATHETER",C1755,"Catheter, intraspinal",catheter_guidewire,medium
2134265-2020-05651,Injury,2020-04-20,2020-04-28,BOSTON SCIENTIFIC CORPORATION,,,DQX,DQX,V-18 CONTROL WIRE,"WIRE, GUIDE, CATHETER",C1769,Guide wire,,medium
2134265-2020-05684,Malfunction,2020-04-09,2020-04-28,BOSTON SCIENTIFIC CORPORATION,,,DQY,DQY,WATCHMAN  TRUSEAL ACCESS SYSTEM,"SYSTEM, APPENDAGE CLOSURE, LEFT ATRIAL",C1725,"Cath, translumin non-laser",atherectomy_catheter,high
2134265-2020-05685,Malfunction,2020-04-09,2020-04-28,BOSTON SCIENTIFIC CORPORATION,,,DQY,DQY,WATCHMAN  TRUSEAL ACCESS SYSTEM,"SYSTEM, APPENDAGE CLOSURE, LEFT ATRIAL",C1725,"Cath, translumin non-laser",atherectomy_catheter,high
2134265-2020-05707,Malfunction,2020-04-22,2020-04-27,BOSTON SCIENTIFIC CORPORATION,,,DQY,DQY,STERLING,"CATHETER, PERCUTANEOUS",C1725,"Cath, translumin non-laser",atherectomy_catheter,high
2134265-2020-05723,Malfunction,2020-04-22,2020-04-28,BOSTON SCIENTIFIC CORPORATION,,,NIQ,NIQ,SYNERGY,CORONARY DRUG-ELUTING STENT,C1874,"Stent, coated/cov w/del sys",drug_eluting_stent,high
2134265-2020-05723,Malfunction,2020-04-22,2020-04-28,BOSTON SCIENTIFIC CORPORATION,,,NIQ,NIQ,SYNERGY,CORONARY DRUG-ELUTING STENT,C1875,"Stent, coated/cov w/o del sy",drug_eluting_stent,high
2134265-2020-05729,Malfunction,2020-01-20,2020-04-28,BOSTON SCIENTIFIC CORPORATION,,,NIQ,NIQ,PROMUS PREMIER,"STENT, CORONARY, DRUG-ELUTING",C1874,"Stent, coated/cov w/del sys",drug_eluting_stent,high
2134265-2020-05729,Malfunction,2020-01-20,2020-04-28,BOSTON SCIENTIFIC CORPORATION,,,NIQ,NIQ,PROMUS PREMIER,"STENT, CORONARY, DRUG-ELUTING",C1875,"Stent, coated/cov w/o del sy",drug_eluting_stent,high
2134265-2020-05736,Malfunction,2020-04-24,2020-04-28,BOSTON SCIENTIFIC CORPORATION,,,DQY,DQY,STERLING,"CATHETER, PERCUTANEOUS",C1725,"Cath, translumin non-laser",atherectomy_catheter,high
2134265-2020-05748,Malfunction,2020-04-23,2020-04-28,BOSTON SCIENTIFIC CORPORATION,,,DQY,DQY,COYOTE,"CATHETER, ANGIOPLASTY, PERIPHERAL, TRANSLUMINAL",C1725,"Cath, translumin non-laser",atherectomy_catheter,high
2134265-2020-05752,Malfunction,2020-01-25,2020-04-28,BOSTON SCIENTIFIC CORPORATION,,,NIQ,NIQ,PROMUS PREMIER,"STENT, CORONARY, DRUG-ELUTING",C1874,"Stent, coated/cov w/del sys",drug_eluting_stent,high
2134265-2020-05752,Malfunction,2020-01-25,2020-04-28,BOSTON SCIENTIFIC CORPORATION,,,NIQ,NIQ,PROMUS PREMIER,"STENT, CORONARY, DRUG-ELUTING",C1875,"Stent, coated/cov w/o del sy",drug_eluting_stent,high
2134265-2020-05756,Malfunction,2020-04-16,2020-04-28,BOSTON SCIENTIFIC CORPORATION,,,NIQ,NIQ,PROMUS PREMIER,"STENT, CORONARY, DRUG-ELUTING",C1874,"Stent, coated/cov w/del sys",drug_eluting_stent,high
2134265-2020-05756,Malfunction,2020-04-16,2020-04-28,BOSTON SCIENTIFIC CORPORATION,,,NIQ,NIQ,PROMUS PREMIER,"STENT, CORONARY, DRUG-ELUTING",C1875,"Stent, coated/cov w/o del sy",drug_eluting_stent,high
2134265-2020-05767,Malfunction,2020-04-16,2020-04-28,BOSTON SCIENTIFIC CORPORATION,,,NIQ,NIQ,PROMUS PREMIER,"STENT, CORONARY, DRUG-ELUTING",C1874,"Stent, coated/cov w/del sys",drug_eluting_stent,high
2134265-2020-05767,Malfunction,2020-04-16,2020-04-28,BOSTON SCIENTIFIC CORPORATION,,,NIQ,NIQ,PROMUS PREMIER,"STENT, CORONARY, DRUG-ELUTING",C1875,"Stent, coated/cov w/o del sy",drug_eluting_stent,high
2134265-2020-05779,Malfunction,2020-04-23,2020-04-28,BOSTON SCIENTIFIC CORPORATION,,,NIQ,NIQ,SYNERGY,CORONARY DRUG-ELUTING STENT,C1874,"Stent, coated/cov w/del sys",drug_eluting_stent,high
2134265-2020-05779,Malfunction,2020-04-23,2020-04-28,BOSTON SCIENTIFIC CORPORATION,,,NIQ,NIQ,SYNERGY,CORONARY DRUG-ELUTING STENT,C1875,"Stent, coated/cov w/o del sy",drug_eluting_stent,high
2134265-2020-05781,Malfunction,2020-04-21,2020-04-28,BOSTON SCIENTIFIC CORPORATION,,,NIQ,NIQ,PROMUS ELEMENT PLUS,"STENT, CORONARY, DRUG-ELUTING",C1874,"Stent, coated/cov w/del sys",drug_eluting_stent,high
2134265-2020-05781,Malfunction,2020-04-21,2020-04-28,BOSTON SCIENTIFIC CORPORATION,,,NIQ,NIQ,PROMUS ELEMENT PLUS,"STENT, CORONARY, DRUG-ELUTING",C1875,"Stent, coated/cov w/o del sy",drug_eluting_stent,high
2134265-2020-05782,Malfunction,2020-01-30,2020-04-28,BOSTON SCIENTIFIC CORPORATION,,,NIQ,NIQ,PROMUS PREMIER,"STENT, CORONARY, DRUG-ELUTING",C1874,"Stent, coated/cov w/del sys",drug_eluting_stent,high
2134265-2020-05782,Malfunction,2020-01-30,2020-04-28,BOSTON SCIENTIFIC CORPORATION,,,NIQ,NIQ,PROMUS PREMIER,"STENT, CORONARY, DRUG-ELUTING",C1875,"Stent, coated/cov w/o del sy",drug_eluting_stent,high
2134265-2020-05786,Malfunction,2020-04-09,2020-04-28,BOSTON SCIENTIFIC CORPORATION,,,NIQ,NIQ,PROMUS PREMIER,"STENT, CORONARY, DRUG-ELUTING",C1874,"Stent, coated/cov w/del sys",drug_eluting_stent,high
2134265-2020-05786,Malfunction,2020-04-09,2020-04-28,BOSTON SCIENTIFIC CORPORATION,,,NIQ,NIQ,PROMUS PREMIER,"STENT, CORONARY, DRUG-ELUTING",C1875,"Stent, coated/cov w/o del sy",drug_eluting_stent,high
2182207-2008-00707,Injury,2008-01-01,2008-02-15,"NEUROLOGICAL DIVISION, MEDTRONIC, INC.",,,MHY,MHY,DEEP BRAIN STIMULATION LEAD (L-SIDED),,L8679,Imp neurosti pls gn any type,neurostim_implant,medium
2182207-2008-00707,Injury,2008-01-01,2008-02-15,"NEUROLOGICAL DIVISION, MEDTRONIC, INC.",,,MHY,MHY,DEEP BRAIN STIMULATION LEAD (L-SIDED),,L8680,Implt neurostim elctr each,neurostim_electrode,medium
2182207-2008-00731,Death,,2008-02-15,MEDTRONIC NEUROMODULATION,,,MHY,MHY,DEEP BRAIN STIMULATOR LEAD,,L8679,Imp neurosti pls gn any type,neurostim_implant,medium
2182207-2008-00731,Death,,2008-02-15,MEDTRONIC NEUROMODULATION,,,MHY,MHY,DEEP BRAIN STIMULATOR LEAD,,L8680,Implt neurostim elctr each,neurostim_electrode,medium
2182207-2008-00769,Injury,,2008-02-19,MEDTRONIC NEUROMODULATION,,,MHY,MHY,DEEP BRAIN STIMULATION LEAD,,L8679,Imp neurosti pls gn any type,neurostim_implant,medium
2182207-2008-00769,Injury,,2008-02-19,MEDTRONIC NEUROMODULATION,,,MHY,MHY,DEEP BRAIN STIMULATION LEAD,,L8680,Implt neurostim elctr each,neurostim_electrode,medium
2182207-2008-00770,Death,,2008-02-19,MEDTRONIC NEUROMODULATION,,,MHY,MHY,DEEP BRAIN STIMULATOR LEAD,,L8679,Imp neurosti pls gn any type,neurostim_implant,medium
2182207-2008-00770,Death,,2008-02-19,MEDTRONIC NEUROMODULATION,,,MHY,MHY,DEEP BRAIN STIMULATOR LEAD,,L8680,Implt neurostim elctr each,neurostim_electrode,medium
2182207-2008-00771,Injury,,2008-02-19,MEDTRONIC NEUROMODULATION,,,MHY,MHY,DEEP BRAIN STIMULATION LEAD,,L8679,Imp neurosti pls gn any type,neurostim_implant,medium
2182207-2008-00771,Injury,,2008-02-19,MEDTRONIC NEUROMODULATION,,,MHY,MHY,DEEP BRAIN STIMULATION LEAD,,L8680,Implt neurostim elctr each,neurostim_electrode,medium
2182207-2008-00772,Injury,,2008-02-19,MEDTRONIC NEUROMODULATION,,,MHY,MHY,DEEP BRAIN STIMULATION LEAD,,L8679,Imp neurosti pls gn any type,neurostim_implant,medium
2182207-2008-00772,Injury,,2008-02-19,MEDTRONIC NEUROMODULATION,,,MHY,MHY,DEEP BRAIN STIMULATION LEAD,,L8680,Implt neurostim elctr each,neurostim_electrode,medium
2182207-2008-00773,Injury,,2008-02-19,MEDTRONIC NEUROMODULATION,,,MHY,MHY,DEEP BRAIN STIMULATION LEAD,,L8679,Imp neurosti pls gn any type,neurostim_implant,medium
2182207-2008-00773,Injury,,2008-02-19,MEDTRONIC NEUROMODULATION,,,MHY,MHY,DEEP BRAIN STIMULATION LEAD,,L8680,Implt neurostim elctr each,neurostim_electrode,medium
2182207-2008-00774,Injury,,2008-02-19,MEDTRONIC NEUROMODULATION,,,MHY,MHY,DEEP BRAIN STIMULATION LEAD,,L8679,Imp neurosti pls gn any type,neurostim_implant,medium
