report_number,date_of_event,event_type,manufacturer_name,facility_state,patient_outcomes,product_code,brand_name,hcpcs_code,hcpcs_desc,device_category,bridge_confidence,n_cms_hosp_in_state,n_cms_measures_in_state
3004464228-2020-06012,2020-04-11,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3004464228-2020-06014,2020-04-11,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3004464228-2020-06010,2020-04-11,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3013756811-2020-42335,2020-04-11,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004753838-2020-038792,2020-04-11,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004753838-2020-038792,2020-04-11,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3004753838-2020-038691,2020-04-11,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004464228-2020-06063,2020-04-11,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD INSULIN PUMP,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3004464228-2020-06028,2020-04-11,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD DASH¿ INSULIN MANAGEMENT SYSTEM,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
2649622-2020-08402,2020-04-10,Injury,MPRI,,,LWS,SPRINT QUATTRO SECURE MRI SURESCAN,C1887,"Catheter, guiding",ep_catheter_guiding,medium,0,0
3004753838-2020-039537,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004464228-2020-05968,2020-04-10,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3004753838-2020-039486,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004753838-2020-039537,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
2649622-2020-08365,2020-04-10,Malfunction,MPRI,,,LWS,SPRINT QUATTRO SECURE MRI SURESCAN,C1887,"Catheter, guiding",ep_catheter_guiding,medium,0,0
2649622-2020-08365,2020-04-10,Malfunction,MPRI,,,LWS,SPRINT QUATTRO SECURE MRI SURESCAN,C1722,"Aicd, single chamber",icd_single_chamber,high,0,0
3004753838-2020-038948,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004753838-2020-038948,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3004753838-2020-39687,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004753838-2020-039646,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3004753838-2020-039498,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3004753838-2020-39678,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
2649622-2020-08365,2020-04-10,Malfunction,MPRI,,,LWS,SPRINT QUATTRO SECURE MRI SURESCAN,C1721,"Aicd, dual chamber",icd_dual_chamber,high,0,0
3004753838-2020-039490,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004464228-2020-05943,2020-04-10,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD INSULIN PUMP,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3004464228-2020-05956,2020-04-10,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD INSULIN PUMP,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3004464228-2020-05954,2020-04-10,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD INSULIN PUMP,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3004753838-2020-039671,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3004753838-2020-39678,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004464228-2020-05946,2020-04-10,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3004753838-2020-39694,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3006425876-2020-00353,2020-04-10,Malfunction,ARROW INTERNATIONAL INC.,,,DQY,ARROW CVC KIT: 2-LUMEN 7FR X 60CM,C1725,"Cath, translumin non-laser",atherectomy_catheter,high,0,0
3004464228-2020-05965,2020-04-10,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3004464228-2020-05936,2020-04-10,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD INSULIN PUMP,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3004753838-2020-039671,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004753838-2020-39687,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3004753838-2020-039646,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004753838-2020-39694,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
2649622-2020-08422,2020-04-10,Injury,MPRI,,,LWS,SPRINT QUATTRO SECURE MRI SURESCAN,C1887,"Catheter, guiding",ep_catheter_guiding,medium,0,0
2649622-2020-08422,2020-04-10,Injury,MPRI,,,LWS,SPRINT QUATTRO SECURE MRI SURESCAN,C1721,"Aicd, dual chamber",icd_dual_chamber,high,0,0
3004753838-2020-039518,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004464228-2020-05937,2020-04-10,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD INSULIN PUMP,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3004464228-2020-05966,2020-04-10,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3004464228-2020-06076,2020-04-10,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3004753838-2020-039702,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3004753838-2020-039518,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3004464228-2020-05976,2020-04-10,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD DASH¿ INSULIN MANAGEMENT SYSTEM,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3013756811-2020-42406,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004753838-2020-39707,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004753838-2020-39632,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3004464228-2020-05971,2020-04-10,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD INSULIN PUMP,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3004753838-2020-038596,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004464228-2020-05945,2020-04-10,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD INSULIN PUMP,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3004753838-2020-039479,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3004753838-2020-039479,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004753838-2020-039498,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
2649622-2020-08403,2020-04-10,Injury,MPRI,,,DTB,CAPSUREFIX NOVUS LEAD MRI SURESCAN,C1785,"Pmkr, dual, rate-resp",pacemaker_dual_chamber,high,0,0
2649622-2020-08403,2020-04-10,Injury,MPRI,,,DTB,CAPSUREFIX NOVUS LEAD MRI SURESCAN,C1786,"Pmkr, single, rate-resp",pacemaker_single_chamber,high,0,0
3004464228-2020-05960,2020-04-10,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD INSULIN PUMP,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3004753838-2020-039463,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3004753838-2020-039463,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004464228-2020-06009,2020-04-10,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3004464228-2020-05944,2020-04-10,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD INSULIN PUMP,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3004464228-2020-05955,2020-04-10,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD INSULIN PUMP,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3004464228-2020-05951,2020-04-10,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD INSULIN PUMP,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
2649622-2020-08401,2020-04-10,Injury,MPRI,,,DTB,SCREW-IN LEAD,C1785,"Pmkr, dual, rate-resp",pacemaker_dual_chamber,high,0,0
3004464228-2020-05970,2020-04-10,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD INSULIN PUMP,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3004464228-2020-05958,2020-04-10,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD INSULIN PUMP,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
9611253-2020-00023,2020-04-10,Injury,NAKANISHI INC.,,,ELC,NSK,E1639,"Scale, each",,low,0,0
3004753838-2020-39707,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3004464228-2020-06004,2020-04-10,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3004464228-2020-05957,2020-04-10,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD INSULIN PUMP,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
2649622-2020-08401,2020-04-10,Injury,MPRI,,,DTB,SCREW-IN LEAD,C1786,"Pmkr, single, rate-resp",pacemaker_single_chamber,high,0,0
MW5094264,2020-04-10,Injury,TELEFLEX LLC / / ARROW INTERNATIONAL LLC,,,DQY,KIT CATH MTLUM PRES INJ CVC LF,C1725,"Cath, translumin non-laser",atherectomy_catheter,high,0,0
3004753838-2020-039503,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3004464228-2020-05953,2020-04-10,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD INSULIN PUMP,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3004464228-2020-05938,2020-04-10,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD INSULIN PUMP,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3004753838-2020-039502,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
2649622-2020-08402,2020-04-10,Injury,MPRI,,,LWS,SPRINT QUATTRO SECURE MRI SURESCAN,C1721,"Aicd, dual chamber",icd_dual_chamber,high,0,0
3004464228-2020-05940,2020-04-10,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD DASH¿ INSULIN MANAGEMENT SYSTEM,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3004753838-2020-038944,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3004753838-2020-039503,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004464228-2020-05969,2020-04-10,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3013756811-2020-42476,2020-04-10,Malfunction,TANDEM DIABETES CARE,,,LZG,T:SLIM INSULIN DELIVERY SYSTEM,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3004753838-2020-038944,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004464228-2020-05967,2020-04-10,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3004753838-2020-039490,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3013756811-2020-42406,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3004464228-2020-05942,2020-04-10,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD INSULIN PUMP,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3004753838-2020-039486,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3004464228-2020-05952,2020-04-10,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD INSULIN PUMP,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3004464228-2020-05934,2020-04-10,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3004753838-2020-038585,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3004753838-2020-039516,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004753838-2020-039446,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3004753838-2020-039516,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3004753838-2020-039446,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004464228-2020-05973,2020-04-10,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD DASH¿ INSULIN MANAGEMENT SYSTEM,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
2649622-2020-08422,2020-04-10,Injury,MPRI,,,LWS,SPRINT QUATTRO SECURE MRI SURESCAN,C1722,"Aicd, single chamber",icd_single_chamber,high,0,0
3004464228-2020-05949,2020-04-10,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD DASH¿ INSULIN MANAGEMENT SYSTEM,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3004464228-2020-05961,2020-04-10,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD DASH¿ INSULIN MANAGEMENT SYSTEM,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3004753838-2020-039502,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004753838-2020-038596,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
1820334-2020-00872,2020-04-10,Injury,COOK INC,,,DQX,BENTSON STRAIGHT FIXED CORE WIRE GUIDE,C1755,"Catheter, intraspinal",catheter_guidewire,medium,0,0
2649622-2020-08381,2020-04-10,Malfunction,MPRI,,,DTB,CAPSUREFIX NOVUS LEAD MRI SURESCAN,C1785,"Pmkr, dual, rate-resp",pacemaker_dual_chamber,high,0,0
3004753838-2020-038585,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
1820334-2020-00872,2020-04-10,Injury,COOK INC,,,DQX,BENTSON STRAIGHT FIXED CORE WIRE GUIDE,C1769,Guide wire,,medium,0,0
3004464228-2020-05939,2020-04-10,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD DASH¿ INSULIN MANAGEMENT SYSTEM,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
2649622-2020-08381,2020-04-10,Malfunction,MPRI,,,DTB,CAPSUREFIX NOVUS LEAD MRI SURESCAN,C1786,"Pmkr, single, rate-resp",pacemaker_single_chamber,high,0,0
3004753838-2020-39632,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004753838-2020-039702,2020-04-10,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
2649622-2020-08402,2020-04-10,Injury,MPRI,,,LWS,SPRINT QUATTRO SECURE MRI SURESCAN,C1722,"Aicd, single chamber",icd_single_chamber,high,0,0
2649622-2020-08352,2020-04-09,Injury,MPRI,,,LWS,SPRINT QUATTRO SECURE S MRI SURESCAN,C1721,"Aicd, dual chamber",icd_dual_chamber,high,0,0
2649622-2020-08351,2020-04-09,Injury,MPRI,,,DTB,CAPSURE EPICARDIAL LEAD,C1785,"Pmkr, dual, rate-resp",pacemaker_dual_chamber,high,0,0
2649622-2020-08351,2020-04-09,Injury,MPRI,,,DTB,CAPSURE EPICARDIAL LEAD,C1786,"Pmkr, single, rate-resp",pacemaker_single_chamber,high,0,0
3004753838-2020-039469,2020-04-09,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
2017865-2020-05501,2020-04-09,Injury,"ST. JUDE MEDICAL, INC.(CRM-SYLMAR)",,,LWS,"FORTIFY ASSURA VR ICD, US",C1722,"Aicd, single chamber",icd_single_chamber,high,0,0
9612164-2020-01714,2020-04-09,Malfunction,MEDTRONIC IRELAND,,,NIQ,ENDEAVOR RESOLUTE RX,C1875,"Stent, coated/cov w/o del sy",drug_eluting_stent,high,0,0
9612164-2020-01714,2020-04-09,Malfunction,MEDTRONIC IRELAND,,,NIQ,ENDEAVOR RESOLUTE RX,C1874,"Stent, coated/cov w/del sys",drug_eluting_stent,high,0,0
2017865-2020-05501,2020-04-09,Injury,"ST. JUDE MEDICAL, INC.(CRM-SYLMAR)",,,LWS,"FORTIFY ASSURA VR ICD, US",C1721,"Aicd, dual chamber",icd_dual_chamber,high,0,0
3004753838-2020-039493,2020-04-09,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3004753838-2020-038564,2020-04-09,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004753838-2020-039597,2020-04-09,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
1018233-2020-02849,2020-04-09,Malfunction,"C.R. BARD, INC. (COVINGTON) -1018233",,,KNT,BARD® STOMACH/INTESTINAL TUBE,B4088,"Gastro/jejuno tube, low-pro",gastrostomy_low_profile,medium,0,0
3004753838-2020-039597,2020-04-09,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3004753838-2020-39612,2020-04-09,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004753838-2020-39612,2020-04-09,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3004464228-2020-06049,2020-04-09,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD INSULIN PUMP,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
1000165971-2020-00370,2020-04-09,Malfunction,SORIN GROUP ITALIA S.R.L. - CRM FACILITY,,,MRM,PLATINIUM,C1882,"Aicd, other than sing/dual",crt_d,high,0,0
3004753838-2020-038564,2020-04-09,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
2017865-2020-05460,2020-04-09,Injury,"ST. JUDE MEDICAL, INC.(CRM-SYLMAR)",,,NVY,RIATA ST ACTIVE FIXATION,C1779,"Lead, pmkr, transvenous vdd",pacemaker_lead_vdd,high,0,0
2032227-2020-111194,2020-04-09,Injury,MEDTRONIC PUERTO RICO OPERATIONS CO.,,,FRN,RESERVOIR 3ML MMT-332A,C1753,"Cath, intravas ultrasound",ivus_catheter,medium,0,0
MW5094262,2020-04-09,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
MW5094262,2020-04-09,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3004753838-2020-039421,2020-04-09,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3004753838-2020-039421,2020-04-09,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
